N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
315.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9890.0,40.0,+0.41%,0.0,,,
316.0,엠씨넥스,31250.0,150.0,+0.48%,500.0,10093.0,5255.0,239.0
317.0,유니드,82100.0,1000.0,-1.20%,5000.0,10973.0,13477.0,1683.0
318.0,신영증권,58800.0,100.0,+0.17%,5000.0,21122.0,110850.0,1213.0
319.0,제주은행,17090.0,840.0,+5.17%,5000.0,2046.0,69442.0,226.0
320.0,TIGER 단기채권액티브,51480.0,20.0,+0.04%,0.0,,,
321.0,QV 코스피 변동성 매칭형 양매도 ETN,7800.0,0.0,0.00%,0.0,,,
322.0,이수화학,19490.0,210.0,-1.07%,5000.0,17033.0,11689.0,821.0
323.0,동아에스티,64400.0,0.0,0.00%,5000.0,5932.0,11160.0,156.0
324.0,콘텐트리중앙,28050.0,100.0,-0.36%,5000.0,6771.0,22456.0,-574.0
325.0,HSD엔진,7540.0,60.0,-0.79%,1000.0,5990.0,7956.0,-398.0
326.0,HANARO 200,32960.0,365.0,+1.12%,0.0,,,
327.0,티웨이항공,3335.0,25.0,+0.76%,500.0,2144.0,7350.0,-1483.0
328.0,아모레퍼시픽우,50200.0,1850.0,+3.83%,500.0,,,
329.0,신한알파리츠,7120.0,40.0,+0.56%,1000.0,506.0,19289.0,265.0
330.0,삼성SDI우,324500.0,3000.0,-0.92%,5000.0,,,
331.0,한국카본,11920.0,120.0,+1.02%,500.0,3678.0,4984.0,327.0
332.0,NICE,13830.0,230.0,+1.69%,500.0,24499.0,30838.0,1443.0
333.0,에어부산,4470.0,25.0,+0.56%,1000.0,1765.0,10097.0,-2040.0
334.0,미래에셋증권2우B,3715.0,10.0,+0.27%,5000.0,,,
335.0,애경산업,19680.0,380.0,+1.97%,1000.0,5739.0,4315.0,244.0
336.0,삼성 레버리지 WTI원유 선물 ETN,1280.0,80.0,-5.88%,0.0,,,
337.0,고려제강,20650.0,150.0,-0.72%,1000.0,16914.0,24743.0,985.0
338.0,프레스티지바이오파마,8500.0,130.0,+1.55%,0.0,,5176.0,-235.0
339.0,미래에셋생명,2885.0,80.0,-2.70%,5000.0,35329.0,419973.0,1065.0
340.0,경동나비엔,35050.0,150.0,-0.43%,1000.0,11029.0,9339.0,643.0
341.0,롯데손해보험,1615.0,15.0,-0.92%,1000.0,35446.0,189112.0,1294.0
342.0,신한 레버리지 WTI원유 선물 ETN(H),995.0,55.0,-5.24%,0.0,,,
343.0,삼성화재우,155500.0,1900.0,-1.21%,500.0,,,
344.0,LF,16970.0,10.0,-0.06%,5000.0,17931.0,25411.0,1589.0
345.0,KODEX 선진국MSCI World,19940.0,175.0,+0.89%,0.0,,,
346.0,TIGER 미국S&P500선물(H),47865.0,755.0,+1.60%,0.0,,,
347.0,ACE 미국S&P500,12735.0,75.0,+0.59%,0.0,,,
348.0,SK디앤디,21750.0,150.0,+0.69%,1000.0,7910.0,19834.0,1294.0
349.0,한화손해보험,4115.0,175.0,-4.08%,5000.0,79926.0,202850.0,1343.0
350.0,KBSTAR 23-11 회사채(AA-이상)액티브,51240.0,20.0,+0.04%,0.0,,,
351.0,SK증권,1007.0,95.0,+10.42%,500.0,10652.0,63714.0,508.0
352.0,이수페타시스,7480.0,70.0,+0.94%,1000.0,4696.0,4497.0,469.0
353.0,동일산업,194100.0,400.0,-0.21%,5000.0,4644.0,4738.0,420.0
354.0,코람코에너지리츠,5310.0,60.0,+1.14%,500.0,268.0,13155.0,202.0
355.0,JW중외제약,21050.0,800.0,+3.95%,2500.0,6066.0,6331.0,312.0
356.0,KB스타리츠,4585.0,0.0,0.00%,500.0,,3.0,0.0
357.0,SGC에너지,31650.0,350.0,-1.09%,5000.0,18984.0,25915.0,1522.0
358.0,KOSEF 200TR,40215.0,445.0,+1.12%,0.0,,,
359.0,남해화학,9280.0,30.0,-0.32%,1000.0,14519.0,7191.0,205.0
360.0,TIGER 미국달러단기채권액티브,10455.0,95.0,-0.90%,0.0,,,
361.0,송원산업,19030.0,210.0,-1.09%,500.0,9982.0,11156.0,1057.0
362.0,에이프로젠,1792.0,34.0,+1.93%,500.0,1412.0,8241.0,-27.0
363.0,TIGER KRX2차전지K-뉴딜,15770.0,170.0,+1.09%,0.0,,,
364.0,삼아알미늄,40700.0,4350.0,+11.97%,500.0,2530.0,2272.0,154.0
365.0,ACE 종합채권(AA-이상)KIS액티브,95885.0,225.0,+0.24%,0.0,,,
366.0,KODEX 미국S&P500TR,11260.0,70.0,+0.63%,0.0,,,
367.0,ACE 200,33235.0,325.0,+0.99%,0.0,,,
368.0,풀무원,11290.0,40.0,-0.35%,500.0,25189.0,19694.0,385.0
369.0,DI동일,16760.0,490.0,+3.01%,500.0,8131.0,9931.0,486.0
370.0,KODEX 단기변동금리부채권액티브,105640.0,20.0,+0.02%,0.0,,,
371.0,삼양사,41100.0,150.0,+0.37%,5000.0,23845.0,28020.0,826.0
372.0,애경케미칼,8700.0,110.0,+1.28%,500.0,15701.0,12450.0,933.0
373.0,삼화콘덴서,40500.0,150.0,+0.37%,1000.0,2622.0,2693.0,332.0
374.0,세아홀딩스,105000.0,600.0,+0.57%,5000.0,60055.0,55378.0,3082.0
375.0,잇츠한불,19120.0,130.0,+0.68%,500.0,1402.0,4947.0,8.0
376.0,KODEX 미국FANG플러스(H),21470.0,1530.0,+7.67%,0.0,,,
377.0,신영증권우,58500.0,100.0,-0.17%,5000.0,,,
378.0,빙그레,41850.0,0.0,0.00%,5000.0,11474.0,7602.0,262.0
379.0,TIGER 차이나항셍테크,6395.0,50.0,+0.79%,0.0,,,
380.0,BGF,4295.0,55.0,+1.30%,1000.0,2068.0,19816.0,115.0
381.0,ACE 미국나스닥100,11685.0,290.0,+2.54%,0.0,,,
382.0,스카이라이프,8390.0,20.0,+0.24%,2500.0,7632.0,12756.0,730.0
383.0,TYM,2605.0,40.0,-1.51%,500.0,8415.0,7074.0,353.0
384.0,롯데정보통신,25750.0,100.0,-0.39%,5000.0,9300.0,7501.0,400.0
385.0,남양유업,549000.0,32000.0,+6.19%,5000.0,9561.0,9374.0,-779.0
386.0,맵스리얼티1,4255.0,40.0,+0.95%,0.0,,,
387.0,서흥,33550.0,350.0,-1.03%,500.0,5967.0,8100.0,696.0
388.0,교보증권,5990.0,130.0,+2.22%,5000.0,22481.0,114838.0,1855.0
389.0,세아제강,135900.0,800.0,-0.59%,5000.0,14974.0,12282.0,1319.0
390.0,케이씨텍,18420.0,80.0,+0.44%,500.0,3445.0,4530.0,521.0
391.0,국도화학,42550.0,150.0,-0.35%,5000.0,15771.0,14164.0,2047.0
392.0,효성화학,120100.0,600.0,+0.50%,5000.0,24530.0,30562.0,1486.0
393.0,유나이티드제약,23500.0,100.0,+0.43%,500.0,2210.0,3800.0,332.0
394.0,한국자산신탁,3070.0,15.0,+0.49%,500.0,2125.0,12647.0,1479.0
395.0,KODEX 미국나스닥100TR,10065.0,245.0,+2.49%,0.0,,,
396.0,신성이엔지,1831.0,30.0,+1.67%,500.0,4545.0,4767.0,24.0
397.0,KOSEF 국고채10년,112370.0,350.0,+0.31%,0.0,,,
398.0,대원제약,16880.0,40.0,-0.24%,500.0,3542.0,4296.0,194.0
399.0,일양약품,19320.0,180.0,+0.94%,2500.0,3713.0,4943.0,410.0
400.0,흥아해운,1513.0,16.0,-1.05%,500.0,817.0,2473.0,-19.0
401.0,이연제약,20150.0,250.0,+1.26%,500.0,1428.0,4780.0,37.0
402.0,코오롱플라스틱,9530.0,70.0,+0.74%,1000.0,4053.0,3691.0,277.0
403.0,아세아시멘트,9290.0,20.0,-0.21%,500.0,8926.0,20373.0,1286.0
404.0,지역난방공사,31250.0,0.0,0.00%,5000.0,25368.0,65174.0,397.0
405.0,신성통상,2515.0,25.0,-0.98%,500.0,14658.0,10228.0,1399.0
406.0,키다리스튜디오,9720.0,160.0,+1.67%,500.0,1191.0,2901.0,69.0
407.0,HDC,6010.0,80.0,-1.31%,5000.0,47796.0,106515.0,3687.0
408.0,한일현대시멘트,18550.0,80.0,+0.43%,5000.0,3970.0,5968.0,359.0
409.0,LG헬로비전,4620.0,0.0,0.00%,2500.0,10801.0,14881.0,445.0
410.0,롯데하이마트,15120.0,840.0,+5.88%,5000.0,38697.0,29435.0,1068.0
411.0,KBSTAR KIS단기종합채권(AA-이상)액티브,103045.0,75.0,+0.07%,0.0,,,
412.0,SNT중공업,10640.0,180.0,-1.66%,2500.0,3360.0,8796.0,206.0
413.0,한국토지신탁,1398.0,24.0,+1.75%,1000.0,2255.0,17214.0,895.0
414.0,신대양제지,86500.0,0.0,0.00%,5000.0,6816.0,8460.0,544.0
415.0,세진중공업,6130.0,170.0,-2.70%,500.0,2504.0,5704.0,37.0
416.0,LX하우시스,38700.0,50.0,-0.13%,5000.0,34720.0,25474.0,673.0
417.0,락앤락,6910.0,30.0,+0.44%,500.0,5430.0,8297.0,325.0
418.0,아세아제지,38700.0,150.0,-0.39%,5000.0,9457.0,9696.0,939.0
419.0,수산인더스트리,24250.0,50.0,-0.21%,200.0,2941.0,3986.0,513.0
420.0,YG PLUS,5440.0,10.0,-0.18%,500.0,1543.0,2231.0,256.0
421.0,아이마켓코리아,10300.0,140.0,+1.38%,500.0,31325.0,11202.0,454.0
422.0,퍼시스,29900.0,100.0,+0.34%,1000.0,3265.0,5755.0,287.0
423.0,SIMPAC,5240.0,40.0,+0.77%,500.0,6130.0,9032.0,1064.0
424.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9750.0,200.0,+2.09%,0.0,,,
425.0,이리츠코크렙,5390.0,60.0,+1.13%,500.0,213.0,6962.0,164.0
426.0,한미글로벌,31000.0,800.0,+2.65%,500.0,2701.0,2853.0,196.0
427.0,TIGER 일본니케이225,15465.0,65.0,+0.42%,0.0,,,
428.0,SK렌터카,7170.0,30.0,+0.42%,500.0,10369.0,28602.0,791.0
429.0,한일홀딩스,10930.0,40.0,-0.36%,1000.0,17670.0,32638.0,1308.0
430.0,신도리코,33400.0,50.0,-0.15%,5000.0,3219.0,10226.0,43.0
431.0,KOSEF 200,32930.0,360.0,+1.11%,0.0,,,
432.0,코리아써키트,14040.0,260.0,+1.89%,500.0,14242.0,10646.0,851.0
433.0,HJ중공업,3980.0,75.0,+1.92%,5000.0,17065.0,23852.0,-1090.0
434.0,KG케미칼,23850.0,150.0,+0.63%,5000.0,49315.0,48849.0,4672.0
435.0,삼진제약,23750.0,0.0,0.00%,1000.0,2501.0,3325.0,339.0
436.0,E1,48100.0,750.0,+1.58%,5000.0,51523.0,39993.0,56.0
437.0,코오롱글로벌,17370.0,60.0,-0.34%,5000.0,47495.0,25757.0,2415.0
438.0,한진,21900.0,200.0,-0.90%,5000.0,25041.0,38776.0,994.0
439.0,영풍제지,14640.0,20.0,-0.14%,500.0,1206.0,2096.0,81.0
440.0,대신증권우,12510.0,100.0,+0.81%,5000.0,,,
441.0,조선내화,81200.0,200.0,+0.25%,5000.0,7463.0,13493.0,331.0
442.0,환인제약,17460.0,10.0,-0.06%,500.0,1778.0,3532.0,313.0
443.0,DL건설,14670.0,80.0,+0.55%,5000.0,20103.0,16696.0,2296.0
444.0,조광피혁,48450.0,200.0,-0.41%,5000.0,1042.0,4409.0,109.0
445.0,HL홀딩스,30550.0,100.0,-0.33%,5000.0,10412.0,22950.0,1399.0
446.0,STX엔진,13890.0,30.0,-0.22%,2500.0,4935.0,8375.0,36.0
447.0,한화3우B,14190.0,30.0,-0.21%,5000.0,,,
448.0,코오롱모빌리티그룹,5070.0,590.0,-10.42%,500.0,,,
449.0,광동제약,6030.0,20.0,+0.33%,1000.0,13382.0,8838.0,449.0
450.0,ARIRANG 종합채권(AA-이상)액티브,102395.0,0.0,0.00%,0.0,,,
451.0,한국콜마홀딩스,16910.0,330.0,+1.99%,500.0,6740.0,12097.0,884.0
452.0,AJ네트웍스,6690.0,120.0,+1.83%,1000.0,10267.0,13550.0,451.0
453.0,미래에셋 레버리지 원유선물혼합 ETN(H),7635.0,400.0,-4.98%,0.0,,,
454.0,남선알미늄,2425.0,50.0,+2.11%,500.0,2303.0,3552.0,-69.0
455.0,TIGER KOFR금리액티브(합성),100605.0,10.0,+0.01%,0.0,,,
456.0,KEC,2145.0,65.0,+3.13%,500.0,2675.0,4006.0,265.0
457.0,한솔제지,13030.0,10.0,+0.08%,5000.0,18342.0,18878.0,607.0
458.0,한국쉘석유,237000.0,0.0,0.00%,5000.0,2414.0,1657.0,380.0
459.0,농심홀딩스,66300.0,200.0,-0.30%,5000.0,6415.0,13286.0,558.0
460.0,제일약품,20900.0,300.0,+1.46%,500.0,7007.0,4265.0,-105.0
461.0,화신,8780.0,40.0,+0.46%,500.0,12366.0,8708.0,242.0
462.0,웅진씽크빅,2650.0,0.0,0.00%,500.0,8139.0,7716.0,268.0
463.0,현대차증권,9630.0,220.0,+2.34%,5000.0,8538.0,88061.0,1565.0
464.0,현대퓨처넷,2770.0,45.0,+1.65%,500.0,1367.0,10340.0,74.0
465.0,대한제강,12380.0,30.0,+0.24%,1000.0,20303.0,12324.0,2018.0
466.0,CJ4우(전환),72000.0,800.0,-1.10%,5000.0,,,
467.0,아세아,137000.0,3200.0,+2.39%,5000.0,18465.0,31153.0,2289.0
468.0,대동,12510.0,230.0,-1.81%,1000.0,11792.0,12606.0,382.0
469.0,풍산홀딩스,28750.0,150.0,-0.52%,5000.0,4878.0,10520.0,968.0
470.0,경방,10820.0,80.0,+0.74%,500.0,3834.0,12708.0,538.0
471.0,TIGER 24-10 회사채(A+이상)액티브,51900.0,65.0,+0.13%,0.0,,,
472.0,도화엔지니어링,8590.0,20.0,-0.23%,500.0,5774.0,5002.0,200.0
473.0,대성에너지,10500.0,10.0,+0.10%,1000.0,7704.0,7425.0,160.0
474.0,휴스틸,5130.0,0.0,0.00%,1000.0,6165.0,9519.0,632.0
475.0,KODEX 코스닥150선물인버스,5010.0,120.0,-2.34%,0.0,,,
476.0,유진투자증권,2970.0,140.0,+4.95%,5000.0,13707.0,91755.0,1170.0
477.0,이엔플러스,4920.0,5.0,+0.10%,500.0,554.0,1028.0,-19.0
478.0,삼양패키징,18170.0,60.0,-0.33%,5000.0,3919.0,6125.0,461.0
479.0,조일알미늄,2265.0,80.0,+3.66%,500.0,4669.0,3479.0,183.0
480.0,TCC스틸,11260.0,90.0,-0.79%,1000.0,5367.0,3670.0,256.0
481.0,KODEX 코스피,25510.0,265.0,+1.05%,0.0,,,
482.0,코오롱,22550.0,150.0,-0.66%,5000.0,54104.0,39663.0,3322.0
483.0,한국철강,6700.0,50.0,-0.74%,1000.0,8867.0,9087.0,1033.0
484.0,한전산업,8680.0,10.0,+0.12%,500.0,3211.0,1633.0,175.0
485.0,하나제약,15910.0,260.0,+1.66%,500.0,1964.0,3035.0,360.0
486.0,KISCO홀딩스,17400.0,690.0,-3.81%,1000.0,15808.0,16881.0,2007.0
487.0,한국금융지주우,47950.0,400.0,+0.84%,5000.0,,,
488.0,모토닉,8460.0,180.0,+2.17%,500.0,1961.0,4480.0,144.0
489.0,삼익THK,13260.0,110.0,-0.82%,500.0,3105.0,3782.0,148.0
490.0,KBSTAR Fn수소경제테마,9720.0,0.0,0.00%,0.0,,,
491.0,엘브이엠씨홀딩스,2790.0,0.0,0.00%,0.0,2049.0,6614.0,-146.0
492.0,TIGER 차이나CSI300,9955.0,95.0,-0.95%,0.0,,,
493.0,테이팩스,58700.0,2800.0,+5.01%,500.0,1549.0,1808.0,213.0
494.0,일진다이아,19460.0,510.0,+2.69%,1000.0,1877.0,6418.0,91.0
495.0,대상홀딩스,7630.0,50.0,-0.65%,1000.0,42060.0,36261.0,1630.0
496.0,대한방직,52100.0,100.0,-0.19%,1000.0,2004.0,2326.0,54.0
497.0,종근당홀딩스,55000.0,500.0,-0.90%,2500.0,9260.0,13676.0,344.0
498.0,동양,1119.0,12.0,+1.08%,500.0,6996.0,10072.0,76.0
499.0,금호건설,7220.0,10.0,+0.14%,5000.0,20651.0,17360.0,1116.0
500.0,아주스틸,10080.0,20.0,+0.20%,500.0,9334.0,6272.0,553.0
501.0,삼성출판사,26600.0,350.0,+1.33%,500.0,1875.0,3387.0,80.0
502.0,유니퀘스트,9680.0,20.0,+0.21%,500.0,5910.0,4903.0,245.0
503.0,동화약품,9480.0,50.0,+0.53%,1000.0,2930.0,4478.0,225.0
504.0,무림P&P,4210.0,20.0,-0.47%,2500.0,6137.0,14836.0,294.0
505.0,SNT홀딩스,16080.0,20.0,-0.12%,500.0,14041.0,23723.0,1256.0
506.0,스틱인베스트먼트,6290.0,130.0,+2.11%,500.0,3127.0,3420.0,763.0
507.0,케이씨,19210.0,800.0,+4.35%,500.0,5538.0,9645.0,655.0
508.0,HLB글로벌,6090.0,40.0,+0.66%,500.0,450.0,1639.0,-133.0
509.0,KODEX K-메타버스액티브,8120.0,120.0,+1.50%,0.0,,,
510.0,알루코,2865.0,50.0,+1.78%,500.0,5056.0,7802.0,167.0
511.0,광주신세계,32050.0,100.0,+0.31%,1000.0,1700.0,8523.0,606.0
512.0,사조대림,27900.0,100.0,-0.36%,5000.0,18137.0,11398.0,1023.0
513.0,대교,3010.0,10.0,+0.33%,500.0,6384.0,8136.0,-283.0
514.0,신세계 I&C,14680.0,30.0,-0.20%,500.0,5261.0,3541.0,355.0
515.0,자이에스앤디,6510.0,10.0,-0.15%,1000.0,4357.0,5443.0,508.0
516.0,삼부토건,1267.0,4.0,+0.32%,1000.0,3570.0,5514.0,-44.0
517.0,대한제분,148100.0,1000.0,-0.67%,5000.0,11113.0,13216.0,250.0
518.0,에스엠벡셀,2240.0,175.0,+8.47%,500.0,731.0,478.0,-82.0
519.0,일신방직,102900.0,300.0,+0.29%,5000.0,6010.0,10440.0,610.0
520.0,SOL 200TR,11500.0,120.0,+1.05%,0.0,,,
521.0,대한제당,2750.0,20.0,+0.73%,500.0,12613.0,11823.0,421.0
522.0,NPC,6710.0,90.0,+1.36%,500.0,4869.0,5000.0,283.0
523.0,디앤디플랫폼리츠,3800.0,90.0,+2.43%,1000.0,200.0,8690.0,103.0
524.0,이월드,1715.0,15.0,+0.88%,1000.0,1258.0,4332.0,19.0
525.0,그린케미칼,10120.0,350.0,+3.58%,500.0,2862.0,2117.0,209.0
526.0,서연이화,8960.0,170.0,+1.93%,500.0,21801.0,17905.0,660.0
527.0,교촌에프앤비,9670.0,130.0,+1.36%,500.0,5076.0,2547.0,410.0
528.0,금호석유우,79500.0,600.0,-0.75%,5000.0,,,
529.0,KPX케미칼,49450.0,200.0,-0.40%,5000.0,10208.0,7771.0,447.0
530.0,TIGER 리츠부동산인프라,4935.0,60.0,+1.23%,0.0,,,
531.0,삼영무역,12800.0,20.0,+0.16%,500.0,4670.0,5788.0,240.0
532.0,선진,9930.0,100.0,+1.02%,500.0,17183.0,12096.0,863.0
533.0,하이트진로홀딩스,10140.0,0.0,0.00%,5000.0,21920.0,42363.0,1884.0
534.0,흥국화재,3660.0,45.0,+1.24%,5000.0,45146.0,137623.0,771.0
535.0,KPX홀딩스,55600.0,100.0,+0.18%,5000.0,12387.0,18149.0,541.0
536.0,방림,5540.0,80.0,-1.42%,500.0,1558.0,2652.0,21.0
537.0,AK홀딩스,17690.0,410.0,-2.27%,5000.0,31677.0,45487.0,-1657.0
538.0,성신양회,9520.0,10.0,+0.11%,5000.0,8335.0,11216.0,300.0
539.0,한독,16940.0,10.0,-0.06%,500.0,5176.0,8416.0,280.0
540.0,KBSTAR ESG사회책임투자,10750.0,105.0,+0.99%,0.0,,,
541.0,BYC,370500.0,500.0,+0.14%,5000.0,1644.0,6844.0,267.0
542.0,미원홀딩스,99700.0,300.0,-0.30%,500.0,4214.0,4268.0,297.0
543.0,화승인더,4155.0,35.0,+0.85%,500.0,13655.0,16371.0,171.0
544.0,신한서부티엔디리츠,4090.0,30.0,+0.74%,1000.0,146.0,5819.0,75.0
545.0,일성신약,85900.0,300.0,+0.35%,5000.0,421.0,3714.0,-18.0
546.0,한신기계,7040.0,50.0,+0.72%,500.0,544.0,1011.0,52.0
547.0,아모레G3우(전환),32050.0,1200.0,+3.89%,500.0,,,
548.0,대덕,6690.0,0.0,0.00%,500.0,13717.0,17240.0,672.0
549.0,에이프로젠바이오로직스,387.0,5.0,+1.31%,500.0,565.0,6146.0,-38.0
550.0,동성케미컬,4515.0,5.0,+0.11%,1000.0,9260.0,8188.0,453.0
551.0,KBSTAR 미국나스닥100,11330.0,285.0,+2.58%,0.0,,,
552.0,LS전선아시아,7290.0,40.0,+0.55%,500.0,7506.0,4953.0,282.0
553.0,TIGER KRX BBIG K-뉴딜,7395.0,115.0,+1.58%,0.0,,,
554.0,SOL 종합채권(AA-이상)액티브,101615.0,430.0,+0.42%,0.0,,,
555.0,태림포장,3100.0,5.0,+0.16%,500.0,7129.0,6009.0,302.0
556.0,CJ제일제당 우,165000.0,0.0,0.00%,5000.0,,,
557.0,제일파마홀딩스,13660.0,190.0,+1.41%,500.0,7626.0,8924.0,-90.0
558.0,S-Oil우,54100.0,200.0,+0.37%,2500.0,,,
559.0,KODEX 반도체,25900.0,480.0,+1.89%,0.0,,,
560.0,현대코퍼레이션,16420.0,130.0,-0.79%,5000.0,37825.0,17074.0,351.0
561.0,JW홀딩스,3060.0,55.0,+1.83%,500.0,7889.0,10658.0,687.0
562.0,KODEX 은행,7090.0,110.0,-1.53%,0.0,,,
563.0,사조산업,42950.0,450.0,+1.06%,5000.0,5904.0,11139.0,492.0
564.0,넥센,4010.0,10.0,+0.25%,500.0,24039.0,45723.0,336.0
565.0,KSS해운,9270.0,30.0,-0.32%,500.0,3240.0,14462.0,581.0
566.0,다올투자증권,3545.0,110.0,+3.20%,5000.0,7799.0,92292.0,1482.0
567.0,KODEX 골드선물(H),12855.0,175.0,+1.38%,0.0,,,
568.0,경농,10830.0,40.0,-0.37%,500.0,2703.0,3888.0,168.0
569.0,KBSTAR 코스피,25745.0,310.0,+1.22%,0.0,,,
570.0,HDC랩스,8100.0,100.0,+1.25%,500.0,2746.0,4114.0,97.0
571.0,TRUE 인버스 2X 천연가스 선물 ETN(H),1420.0,205.0,+16.87%,0.0,,,
572.0,STX중공업,7340.0,10.0,+0.14%,2500.0,1639.0,4304.0,-109.0
573.0,포스코스틸리온,34850.0,300.0,+0.87%,5000.0,13473.0,5864.0,1433.0
574.0,일진홀딩스,4225.0,25.0,+0.60%,1000.0,11901.0,16116.0,387.0
575.0,현대차3우B,84900.0,200.0,+0.24%,5000.0,,,
576.0,진흥기업,1415.0,35.0,+2.54%,500.0,4442.0,3346.0,433.0
577.0,KBSTAR 200TR,17400.0,205.0,+1.19%,0.0,,,
578.0,LS네트웍스,2605.0,25.0,+0.97%,5000.0,3905.0,13094.0,43.0
579.0,부국증권,19730.0,680.0,+3.57%,5000.0,7411.0,16474.0,1016.0
580.0,백산,8720.0,50.0,-0.57%,500.0,3711.0,3302.0,232.0
581.0,삼성전기우,70100.0,800.0,+1.15%,5000.0,,,
582.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,96.0,279.0,-49.0
583.0,해태제과식품,6960.0,120.0,+1.75%,500.0,5677.0,6549.0,260.0
584.0,GS글로벌,2450.0,15.0,+0.62%,2500.0,38490.0,14427.0,388.0
585.0,경동인베스트,85100.0,100.0,+0.12%,5000.0,2985.0,5777.0,139.0
586.0,대원강업,3240.0,10.0,+0.31%,500.0,8622.0,9830.0,-50.0
587.0,두산우,50000.0,100.0,-0.20%,5000.0,,,
588.0,TIGER Fn메타버스,8150.0,125.0,+1.56%,0.0,,,
589.0,대창단조,6960.0,10.0,-0.14%,500.0,3544.0,2985.0,295.0
590.0,백광산업,4420.0,70.0,+1.61%,500.0,1911.0,3592.0,179.0
591.0,한세예스24홀딩스,4960.0,5.0,-0.10%,500.0,27989.0,22413.0,1347.0
592.0,DB금융투자,4650.0,175.0,+3.91%,5000.0,14107.0,95837.0,1696.0
593.0,태경산업,6730.0,80.0,+1.20%,500.0,5168.0,5847.0,406.0
594.0,ACE 단기통안채,100530.0,35.0,+0.03%,0.0,,,
595.0,현대리바트,9510.0,170.0,+1.82%,1000.0,14066.0,8636.0,202.0
596.0,대성산업,4310.0,15.0,+0.35%,5000.0,11291.0,16524.0,193.0
597.0,삼성 인버스 2X WTI원유 선물 ETN,130.0,5.0,+4.00%,0.0,,,
598.0,경인양행,4670.0,10.0,+0.21%,500.0,4033.0,5795.0,284.0
599.0,ARIRANG 고배당주,12260.0,150.0,-1.21%,0.0,,,
600.0,JW생명과학,12250.0,170.0,+1.41%,2500.0,1698.0,2195.0,284.0
601.0,KBSTAR 미국S&P500,11025.0,75.0,+0.68%,0.0,,,
602.0,삼성제약,2870.0,40.0,+1.41%,500.0,549.0,1455.0,-181.0
603.0,신세계푸드,49650.0,500.0,+1.02%,5000.0,13329.0,8795.0,293.0
604.0,아시아나IDT,17200.0,510.0,+3.06%,500.0,1747.0,2221.0,73.0
605.0,한솔테크닉스,5920.0,100.0,+1.72%,5000.0,14906.0,7887.0,-43.0
606.0,삼영전자,9500.0,90.0,+0.96%,500.0,2389.0,5436.0,157.0
607.0,KODEX 미국나스닥100레버리지(합성 H),5020.0,325.0,+6.92%,0.0,,,
608.0,TIGER 차이나과창판STAR50(합성),7520.0,50.0,+0.67%,0.0,,,
609.0,DB,937.0,16.0,+1.74%,500.0,3269.0,6020.0,235.0
610.0,일진전기,5060.0,30.0,+0.60%,1000.0,9324.0,8379.0,204.0
611.0,TIGER 코스피,25785.0,260.0,+1.02%,0.0,,,
612.0,예스코홀딩스,31150.0,100.0,-0.32%,5000.0,12667.0,14230.0,240.0
613.0,제이에스코퍼레이션,13980.0,50.0,+0.36%,100.0,9870.0,5523.0,610.0
614.0,KODEX 국고채3년,57535.0,135.0,+0.24%,0.0,,,
615.0,동남합성,51400.0,200.0,-0.39%,500.0,1603.0,906.0,149.0
616.0,일동홀딩스,16060.0,80.0,+0.50%,1000.0,5924.0,9208.0,-828.0
617.0,경보제약,7750.0,20.0,+0.26%,500.0,1707.0,2370.0,-66.0
618.0,신라교역,11570.0,230.0,+2.03%,500.0,3465.0,6805.0,169.0
619.0,금강공업,6290.0,30.0,+0.48%,1000.0,5705.0,8687.0,259.0
620.0,이지스밸류리츠,5020.0,40.0,+0.80%,1000.0,471.0,3293.0,456.0
621.0,코람코더원리츠,4560.0,130.0,+2.93%,500.0,69.0,5182.0,35.0
622.0,동아지질,13040.0,170.0,+1.32%,500.0,2895.0,3508.0,40.0
623.0,우진,9000.0,10.0,+0.11%,500.0,1076.0,2298.0,84.0
624.0,진양홀딩스,3265.0,55.0,+1.71%,500.0,2248.0,5661.0,69.0
625.0,서연,7710.0,0.0,0.00%,500.0,24793.0,21379.0,837.0
626.0,LG우,59900.0,0.0,0.00%,5000.0,,,
627.0,대영포장,1653.0,14.0,+0.85%,500.0,3226.0,2461.0,122.0
628.0,금호에이치티,912.0,12.0,+1.33%,500.0,2340.0,4588.0,65.0
629.0,에이블씨엔씨,6600.0,20.0,+0.30%,500.0,2629.0,1938.0,-224.0
630.0,계룡건설,19930.0,70.0,-0.35%,5000.0,25618.0,23271.0,2327.0
631.0,대한화섬,132300.0,1100.0,-0.82%,5000.0,1173.0,9078.0,32.0
632.0,인스코비,1568.0,74.0,+4.95%,500.0,717.0,1093.0,-24.0
633.0,한컴라이프케어,6340.0,30.0,-0.47%,200.0,1211.0,2141.0,48.0
634.0,용평리조트,3640.0,20.0,+0.55%,5000.0,2363.0,8415.0,307.0
635.0,한농화성,11200.0,150.0,+1.36%,500.0,2688.0,2170.0,195.0
636.0,KBSTAR KIS국고채30년Enhanced,75545.0,885.0,+1.19%,0.0,,,
637.0,유수홀딩스,6680.0,120.0,-1.76%,2500.0,5037.0,5017.0,203.0
